component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,absolute_limit_uA,ground_truth,static_pass_168h,drift_0_24_uA_per_h,drift_24_96_uA_per_h,drift_96_168_uA_per_h,overall_drift_uA_per_h,lot_baseline_mean_uA,lot_baseline_std_uA,iddq_24h_zscore,iddq_96h_zscore,iddq_168h_zscore
C070344,LOT-007,IC_A,125.71,3.29,7.782,7.807,8.022,7.677,50.0,Normal,True,0.0010416666666666814,0.002986111111111109,-0.004791666666666676,-0.0006250000000000025,10.989696,3.957974929515009,-0.804122324339733,-0.7498016164452176,-0.8369674035317658
C050272,LOT-005,IC_A,125.02,3.316,11.498,11.48,11.547,11.778,50.0,Normal,True,-0.0007499999999999544,0.000930555555555558,0.0032083333333333317,0.0016666666666666735,13.060988,4.494286612596969,-0.3517772977737271,-0.33686948130020566,-0.28547089017507954
C070117,LOT-007,IC_A,125.39,3.287,10.355,10.669,10.783,11.332,50.0,Normal,True,0.013083333333333336,0.0015833333333333194,0.007625000000000017,0.005815476190476192,10.989696,3.957974929515009,-0.0810252732043698,-0.05222266529751071,0.08648463067499639
C050156,LOT-005,IC_A,125.36,3.305,11.119,11.219,11.648,12.118,50.0,Normal,True,0.004166666666666652,0.005958333333333337,0.006527777777777787,0.005946428571428575,13.060988,4.494286612596969,-0.4098510306034154,-0.314396504228181,-0.20981928419004534
C070367,LOT-007,IC_A,125.28,3.299,10.705,10.609,11.069,11.314,50.0,Normal,True,-0.0040000000000000036,0.0063888888888889005,0.0034027777777777667,0.0036249999999999998,10.989696,3.957974929515009,-0.09618454052376957,0.020036508924961283,0.08193685047917632
C090421,LOT-009,IC_A,124.78,3.282,8.378,8.26,8.445,9.103,50.0,Normal,True,-0.00491666666666668,0.0025694444444444514,0.009138888888888882,0.004315476190476188,11.39196,3.751426574663322,-0.8348717315041898,-0.7855571584163229,-0.610157217379478
C020475,LOT-002,IC_A,126.17,3.277,8.847,9.035,9.318,9.957,50.0,Normal,True,0.007833333333333359,0.003930555555555548,0.008875000000000015,0.006607142857142864,11.022252,4.154165292215281,-0.4783757650963048,-0.410251369437247,-0.2564298541505398
C040041,LOT-004,IC_A,126.11,3.261,7.487,7.869,8.099,8.536,50.0,Normal,True,0.015916666666666652,0.0031944444444444503,0.006069444444444436,0.006244047619047616,10.701696,3.832831406253284,-0.7390609447048577,-0.6790530874260966,-0.5650381585964508
C010105,LOT-001,IC_A,126.54,3.304,23.117,23.535,23.66,24.161,50.0,High_Stable,True,0.017416666666666636,0.001736111111111111,0.00695833333333335,0.006214285714285717,11.623093999999998,4.010721666950165,2.9700156204202672,3.00118208131683,3.126097256590255
C070374,LOT-007,IC_A,125.27,3.294,8.467,8.615,8.85,9.203,50.0,Normal,True,0.006166666666666654,0.003263888888888881,0.004902777777777774,0.004380952380952374,10.989696,3.957974929515009,-0.5999775244384844,-0.5406037274375026,-0.4514167047083681
C020307,LOT-002,IC_A,126.16,3.261,10.932,10.842,11.871,12.312,50.0,Normal,True,-0.0037499999999999942,0.014291666666666666,0.0061249999999999855,0.008214285714285709,11.022252,4.154165292215281,-0.04339066631214303,0.2043125249711455,0.31047103552112604
C030037,LOT-003,IC_A,125.53,3.307,8.925,8.788,9.136,9.768,50.0,Normal,True,-0.005708333333333353,0.004833333333333319,0.008777777777777798,0.0050178571428571425,11.715506,3.855729485024512,-0.7592612529925419,-0.6690059585400613,-0.5050940444769346
C030344,LOT-003,IC_A,125.55,3.308,10.372,10.385,10.924,11.206,50.0,Normal,True,0.0005416666666666625,0.007486111111111107,0.003916666666666667,0.004964285714285712,11.715506,3.855729485024512,-0.3450724448298637,-0.20528048014627984,-0.1321425691244418
C030448,LOT-003,IC_A,125.46,3.305,11.015,11.323,11.722,11.88,50.0,Normal,True,0.012833333333333327,0.005541666666666655,0.002194444444444462,0.005148809523809525,11.715506,3.855729485024512,-0.10179811667921093,0.0016842467878575033,0.0426622253036394
C060182,LOT-006,IC_A,127.33,3.3,9.858,9.891,10.06,10.36,50.0,Normal,True,0.001374999999999978,0.002347222222222229,0.004166666666666652,0.0029880952380952315,11.337624,3.811839389807939,-0.3795081198510016,-0.3351725687645966,-0.25647040707275404
C090485,LOT-009,IC_A,125.17,3.286,9.189,9.135,9.349,9.135,50.0,Normal,True,-0.002250000000000011,0.002972222222222228,-0.002972222222222228,-0.00032142857142857304,11.39196,3.751426574663322,-0.6016271290615768,-0.5445821634356118,-0.6016271290615768
C020011,LOT-002,IC_A,126.12,3.268,9.593,9.737,10.303,10.453,50.0,Normal,True,0.006000000000000005,0.00786111111111112,0.002083333333333314,0.005119047619047616,11.022252,4.154165292215281,-0.30938874830245783,-0.1731399569843417,-0.13703162006257988
C010071,LOT-001,IC_A,126.11,3.312,10.31,10.336,10.793,10.975,50.0,Normal,True,0.001083333333333325,0.006347222222222208,0.0025277777777777833,0.0039583333333333285,11.623093999999998,4.010721666950165,-0.32091331856960564,-0.20696873753177183,-0.16159037046637612
C090465,LOT-009,IC_A,124.87,3.283,8.887,8.812,8.997,9.248,50.0,Normal,True,-0.0031250000000000444,0.0025694444444444514,0.0034861111111111035,0.0021488095238095173,11.39196,3.751426574663322,-0.6877277080203928,-0.638413134932526,-0.571505254688988
C060006,LOT-006,IC_A,127.59,3.3,10.669,10.841,11.281,11.974,50.0,Normal,True,0.007166666666666617,0.006111111111111129,0.009624999999999995,0.0077678571428571415,11.337624,3.811839389807939,-0.1302846078268327,-0.014854770678796193,0.1669472228293607
C070380,LOT-007,IC_A,125.34,3.295,10.17,10.079,10.462,10.72,50.0,Normal,True,-0.0037916666666666377,0.005319444444444432,0.003583333333333346,0.0032738095238095282,10.989696,3.957974929515009,-0.23009140184513296,-0.13332474545629877,-0.06813989598288005
C100010,LOT-010,IC_A,125.0,3.288,9.182,9.322,9.41,9.77,50.0,Normal,True,0.005833333333333283,0.0012222222222222356,0.004999999999999992,0.0034999999999999953,12.905142,4.3537982539741815,-0.8229921992203658,-0.8027799627163721,-0.7200935406545808
C060428,LOT-006,IC_A,127.41,3.306,10.958,11.083,11.266,11.797,50.0,Normal,True,0.005208333333333333,0.0025416666666666643,0.007375000000000008,0.004994047619047622,11.337624,3.811839389807939,-0.06679819739541258,-0.018789878763388484,0.12051294743117352
C020214,LOT-002,IC_A,126.34,3.263,20.877,21.079,21.606,21.446,50.0,High_Stable,True,0.008416666666666739,0.007319444444444458,-0.0022222222222222244,0.0033869047619047776,11.022252,4.154165292215281,2.420882967475053,2.547743591193511,2.509228031810298
C030091,LOT-003,IC_A,125.76,3.307,10.374,11.353,11.527,29.002,50.0,Sudden_Anomaly,True,0.040791666666666636,0.0024166666666666594,0.24270833333333336,0.11088095238095239,11.715506,3.855729485024512,-0.09401748784710068,-0.04888984062086034,4.483326454083462
C090477,LOT-009,IC_A,125.01,3.288,11.005,11.128,11.385,12.245,50.0,Normal,True,0.0051249999999999725,0.0035694444444444398,0.011944444444444436,0.007380952380952372,11.39196,3.751426574663322,-0.0703625660122879,-0.0018552942091433703,0.22739082933445323
C100246,LOT-010,IC_A,124.57,3.288,11.692,11.767,12.047,12.376,50.0,Normal,True,0.0031249999999999702,0.003888888888888905,0.004569444444444428,0.004071428571428567,12.905142,4.3537982539741815,-0.26141358271736526,-0.1971019211137494,-0.12153571872950135
C090058,LOT-009,IC_A,124.98,3.281,8.927,8.867,9.349,9.567,50.0,Normal,True,-0.0024999999999999467,0.006694444444444435,0.0030277777777777772,0.003809523809523813,11.39196,3.751426574663322,-0.6730666187239996,-0.5445821634356118,-0.48647093676990943
C100369,LOT-010,IC_A,124.68,3.284,11.203,11.371,11.736,11.871,50.0,Normal,True,0.0070000000000000435,0.005069444444444448,0.0018749999999999971,0.003976190476190482,12.905142,4.3537982539741815,-0.35236864698533565,-0.26853380239490815,-0.2375263941217364
C090108,LOT-009,IC_A,125.0,3.281,10.351,10.535,10.75,11.413,50.0,Normal,True,0.007666666666666637,0.002986111111111109,0.009208333333333337,0.006321428571428568,11.39196,3.751426574663322,-0.2284357651533959,-0.17112423426749673,0.005608533069020371
C030368,LOT-003,IC_A,125.64,3.307,12.073,12.105,12.412,13.336,50.0,Normal,True,0.0013333333333333346,0.004263888888888894,0.012833333333333327,0.007517857142857142,11.715506,3.855729485024512,0.1010169415444675,0.18063870992639763,0.42028207795539857
C060498,LOT-006,IC_A,126.94,3.31,10.09,10.148,10.059,10.364,50.0,Normal,True,0.0024166666666666594,-0.0012361111111111169,0.0042361111111111314,0.0016309523809523864,11.337624,3.811839389807939,-0.3120866013349896,-0.3354349093035698,-0.25542104491686246
C030189,LOT-003,IC_A,125.85,3.315,8.882,8.84,9.423,9.385,50.0,Normal,True,-0.0017499999999999922,0.008097222222222224,-0.0005277777777777813,0.0029940476190476197,11.715506,3.855729485024512,-0.7457748296835506,-0.5945712760462046,-0.6044267392335446
C080020,LOT-008,IC_A,123.3,3.332,9.422,9.332,9.902,10.313,50.0,Normal,True,-0.0037499999999999942,0.007916666666666647,0.005708333333333353,0.005303571428571428,11.11735,3.8795692423918693,-0.46019284318773446,-0.3132693152425091,-0.20732971877674075
C040211,LOT-004,IC_A,126.43,3.261,10.075,11.55,23.8,37.036,50.0,Latent_Defect,True,0.06145833333333339,0.1701388888888889,0.18383333333333335,0.16048214285714288,10.701696,3.832831406253284,0.22132567548261797,3.41739633489489,6.870718069423939
C080244,LOT-008,IC_A,123.07,3.34,9.885,9.956,10.112,10.195,50.0,Normal,True,0.002958333333333322,0.002166666666666675,0.0011527777777777803,0.0018452380952380981,11.11735,3.8795692423918693,-0.299350244174014,-0.25913959442058365,-0.23774546666715599
C060290,LOT-006,IC_A,127.46,3.301,20.264,20.767,20.642,21.181,50.0,High_Stable,True,0.02095833333333334,-0.001736111111111111,0.007486111111111132,0.005458333333333343,11.337624,3.811839389807939,2.4737075820172745,2.4409150146456735,2.582316565152018
C030110,LOT-003,IC_A,125.39,3.302,11.692,11.799,12.073,12.936,50.0,Normal,True,0.004458333333333305,0.003805555555555568,0.011986111111111105,0.007404761904761904,11.715506,3.855729485024512,0.02165452745694092,0.09271760412354971,0.3165403601939262
C010349,LOT-001,IC_A,126.49,3.303,11.563,11.598,11.938,12.467,50.0,Normal,True,0.0014583333333333393,0.0047222222222222205,0.007347222222222221,0.00538095238095238,11.623093999999998,4.010721666950165,-0.00625672935790618,0.07851604428074496,0.21041250679499926
C040456,LOT-004,IC_A,126.25,3.264,10.124,10.289,10.643,11.215,50.0,Normal,True,0.0068749999999999645,0.00491666666666668,0.007944444444444433,0.006494047619047615,10.701696,3.832831406253284,-0.10767392464137211,-0.015314005177539662,0.13392292683746582
C020441,LOT-002,IC_A,125.85,3.267,8.634,8.912,9.286,9.288,50.0,Normal,True,0.011583333333333353,0.005194444444444428,2.7777777777787056e-05,0.0038928571428571423,11.022252,4.154165292215281,-0.5079846013721496,-0.41795448131388957,-0.41747303682159925
C020460,LOT-002,IC_A,125.97,3.267,9.188,9.182,9.685,9.922,50.0,Normal,True,-0.0002500000000000095,0.006986111111111113,0.003291666666666668,0.004369047619047619,11.022252,4.154165292215281,-0.44298959491297785,-0.32190630510200197,-0.2648551327656177
C030227,LOT-003,IC_A,125.39,3.313,11.377,11.516,11.716,12.432,50.0,Normal,True,0.005791666666666639,0.002777777777777768,0.009944444444444459,0.0062797619047619034,11.715506,3.855729485024512,-0.05174273785930063,0.00012812102143535932,0.18582579581447112
C070013,LOT-007,IC_A,125.15,3.294,9.599,9.67,9.997,10.303,50.0,Normal,True,0.002958333333333322,0.004541666666666666,0.004250000000000013,0.004190476190476194,10.989696,3.957974929515009,-0.33342707407237404,-0.250809067181646,-0.17349680385270755
C040221,LOT-004,IC_A,126.23,3.257,10.274,10.899,10.733,10.931,50.0,Normal,True,0.026041666666666668,-0.002305555555555536,0.0027499999999999808,0.003910714285714286,10.701696,3.832831406253284,0.05147734901099395,0.00816733027936679,0.05982626828456071
C060047,LOT-006,IC_A,127.17,3.309,9.683,10.122,10.509,10.505,50.0,Normal,True,0.018291666666666668,0.0053750000000000065,-5.555555555554944e-05,0.0048928571428571484,11.337624,3.811839389807939,-0.3189074553482826,-0.2173816667658052,-0.21843102892169633
C050365,LOT-005,IC_A,125.23,3.307,11.152,11.208,11.746,12.429,50.0,Normal,True,0.0023333333333333726,0.007472222222222226,0.009486111111111108,0.007601190476190482,13.060988,4.494286612596969,-0.41229858256175456,-0.2925910413266122,-0.14062031518608759
C010055,LOT-001,IC_A,126.47,3.301,8.783,9.088,9.209,9.241,50.0,Normal,True,0.012708333333333321,0.0016805555555555617,0.00044444444444444485,0.002726190476190477,11.623093999999998,4.010721666950165,-0.6320792641608902,-0.6019101300130172,-0.593931516023497
C040176,LOT-004,IC_A,126.03,3.256,8.915,9.065,8.99,9.298,50.0,Normal,True,0.006250000000000015,-0.001041666666666657,0.004277777777777775,0.0022797619047619103,10.701696,3.832831406253284,-0.4270200868553004,-0.4465878664027223,-0.36622951839464235
C090488,LOT-009,IC_A,125.01,3.284,10.445,10.372,10.643,11.144,50.0,Normal,True,-0.0030416666666666834,0.0037638888888889,0.006958333333333326,0.004160714285714285,11.39196,3.751426574663322,-0.27188590252270556,-0.19964671708047896,-0.06609752185333725
C090183,LOT-009,IC_A,125.1,3.278,11.035,11.435,11.72,12.38,50.0,Normal,True,0.01666666666666668,0.003958333333333335,0.009166666666666668,0.008005952380952384,11.39196,3.751426574663322,0.01147296878757756,0.08744406786888582,0.26337713942559965
C060009,LOT-006,IC_A,127.26,3.31,10.804,10.904,10.821,11.215,50.0,Normal,True,0.004166666666666652,-0.0011527777777777803,0.005472222222222224,0.002446428571428569,11.337624,3.811839389807939,-0.11375715387154556,-0.13553141860628878,-0.03216924625100181
C080350,LOT-008,IC_A,123.05,3.336,9.129,9.209,9.236,9.106,50.0,Normal,True,0.003333333333333336,0.0003750000000000142,-0.0018055555555555663,-0.00013690476190476004,11.11735,3.8795692423918693,-0.4918973939548624,-0.4849378584206146,-0.51844673321514
C080206,LOT-008,IC_A,123.05,3.341,10.014,10.178,10.318,10.034,50.0,Normal,True,0.006833333333333395,0.0019444444444444277,-0.003944444444444429,0.00011904761904762708,11.11735,3.8795692423918693,-0.24212739644797837,-0.20604091590002852,-0.2792449192972986
C050182,LOT-005,IC_A,125.26,3.308,10.305,10.616,10.535,10.863,50.0,Normal,True,0.01295833333333333,-0.0011249999999999932,0.004555555555555547,0.0033214285714285702,13.060988,4.494286612596969,-0.5440213788651084,-0.5620442614674253,-0.4890627121642159
C060313,LOT-006,IC_A,127.38,3.307,15.272,25.41,47.101,64.347,50.0,Absolute_Failure,False,0.42241666666666666,0.3012638888888889,0.2395277777777777,0.2921130952380952,11.337624,3.811839389807939,3.6917547044680292,9.382183335327241,13.906508270452312
C030389,LOT-003,IC_A,125.37,3.311,11.353,11.135,11.491,11.618,50.0,Normal,True,-0.009083333333333332,0.004944444444444442,0.0017638888888888982,0.0015773809523809558,11.715506,3.855729485024512,-0.1505567240271031,-0.05822659521939274,-0.0252885998301251
C090370,LOT-009,IC_A,124.59,3.285,8.951,9.124,9.57,9.705,50.0,Normal,True,0.007208333333333335,0.006194444444444441,0.0018749999999999971,0.0044880952380952355,11.39196,3.751426574663322,-0.6045593469208551,-0.48567124099010617,-0.4496849308989602
C070196,LOT-007,IC_A,125.6,3.293,10.185,10.422,10.758,11.06,50.0,Normal,True,0.009875000000000004,0.004666666666666646,0.004194444444444463,0.005208333333333333,10.989696,3.957974929515009,-0.14343092366923163,-0.05853902668059399,0.01776261882705125
C050087,LOT-005,IC_A,125.36,3.311,12.11,12.232,12.742,13.205,50.0,Normal,True,0.005083333333333329,0.007083333333333355,0.006430555555555544,0.006517857142857146,13.060988,4.494286612596969,-0.18445374571271056,-0.07097633673515891,0.03204335023857867
C010261,LOT-001,IC_A,126.47,3.305,11.586,11.745,12.062,12.372,50.0,Normal,True,0.006624999999999955,0.00440277777777778,0.0043055555555555625,0.004678571428571426,11.623093999999998,4.010721666950165,0.030395028656451443,0.10943317349013508,0.18672599651361127
C040476,LOT-004,IC_A,126.5,3.26,8.786,8.828,9.3,9.847,50.0,Normal,True,0.0017499999999999922,0.006555555555555574,0.007597222222222206,0.00631547619047619,10.701696,3.832831406253284,-0.4888542702251542,-0.3657077109400443,-0.2229933721075129
C070053,LOT-007,IC_A,125.14,3.291,7.997,7.974,8.496,8.861,50.0,Normal,True,-0.0009583333333333203,0.007250000000000003,0.005069444444444448,0.005142857142857148,10.989696,3.957974929515009,-0.7619290303007373,-0.6300434046219604,-0.5378245284289458
C050328,LOT-005,IC_A,125.16,3.303,11.808,11.56,11.969,12.034,50.0,Normal,True,-0.010333333333333306,0.00568055555555554,0.0009027777777777955,0.0013452380952381003,13.060988,4.494286612596969,-0.33397691989489553,-0.24297248798936935,-0.2285096809628184
C030224,LOT-003,IC_A,125.72,3.306,23.801,24.039,24.465,24.695,50.0,High_Stable,True,0.009916666666666796,0.005916666666666644,0.0031944444444444503,0.005321428571428583,11.715506,3.855729485024512,3.196151090957995,3.3066360203739626,3.3662875080868093
C050196,LOT-005,IC_A,125.55,3.316,11.185,11.389,11.525,11.998,50.0,Normal,True,0.008499999999999952,0.0018888888888889028,0.00656944444444443,0.004839285714285707,13.060988,4.494286612596969,-0.3720252276108983,-0.3417645852168844,-0.23651985100829293
C010297,LOT-001,IC_A,126.44,3.301,9.844,9.792,10.438,10.967,50.0,Normal,True,-0.00216666666666665,0.008972222222222234,0.007347222222222221,0.006684523809523816,11.623093999999998,4.010721666950165,-0.4565497563914476,-0.2954814864780102,-0.1635850239637559
C010393,LOT-001,IC_A,126.57,3.302,23.66,32.158,44.403,61.768,50.0,Absolute_Failure,False,0.35408333333333336,0.1700694444444444,0.2411805555555556,0.22683333333333336,11.623093999999998,4.010721666950165,5.120002758908765,8.173069268336068,12.502714016086593
C100429,LOT-010,IC_A,124.74,3.295,9.756,9.799,10.121,10.507,50.0,Normal,True,0.0017916666666666359,0.004472222222222235,0.0053611111111111,0.004470238095238092,12.905142,4.3537982539741815,-0.7134326899884921,-0.6394742791443339,-0.5508160599336355
C070483,LOT-007,IC_A,125.47,3.299,10.446,10.472,10.851,11.304,50.0,Normal,True,0.001083333333333325,0.005263888888888907,0.006291666666666658,0.0051071428571428604,10.989696,3.957974929515009,-0.13079820090306554,-0.035042162335524096,0.07941030592594309
C070022,LOT-007,IC_A,125.38,3.295,10.171,11.178,20.498,43.6,50.0,Latent_Defect,True,0.041958333333333396,0.12944444444444445,0.3208611111111111,0.19898214285714286,10.989696,3.957974929515009,0.04757584455520397,2.402315368168616,8.239138595048127
C050056,LOT-005,IC_A,125.17,3.311,11.192,11.233,11.286,11.534,50.0,Normal,True,0.0017083333333333488,0.0007361111111110979,0.00344444444444446,0.0020357142857142887,13.060988,4.494286612596969,-0.4067359644746196,-0.3949432141298939,-0.3397620427055158
C030292,LOT-003,IC_A,125.57,3.313,11.033,11.072,11.452,11.493,50.0,Normal,True,0.0016249999999999876,0.005277777777777788,0.0005694444444444496,0.002738095238095243,11.715506,3.855729485024512,-0.16689604457453514,-0.06834141270113621,-0.0577078866305852
C100493,LOT-010,IC_A,124.79,3.29,13.877,14.016,13.983,14.182,50.0,Normal,True,0.005791666666666639,-0.000458333333333326,0.002763888888888887,0.0018154761904761888,12.905142,4.3537982539741815,0.25514687066310443,0.247567281974107,0.2932744986138195
C030251,LOT-003,IC_A,125.69,3.301,22.479,22.864,23.314,23.657,50.0,High_Stable,True,0.016041666666666732,0.00624999999999999,0.004763888888888889,0.007011904761904767,11.715506,3.855729485024512,2.89140979503367,3.008119227515326,3.0970777504957887
C040203,LOT-004,IC_A,126.37,3.258,10.163,10.089,10.007,10.874,50.0,Normal,True,-0.003083333333333327,-0.0011388888888888991,0.01204166666666668,0.004232142857142859,10.701696,3.832831406253284,-0.15985467010116414,-0.18124877573967912,0.04495475582852029
C060074,LOT-006,IC_A,127.46,3.307,10.786,10.626,10.854,11.188,50.0,Normal,True,-0.006666666666666672,0.003166666666666663,0.0046388888888889085,0.002392857142857149,11.337624,3.811839389807939,-0.18668782370598672,-0.12687418082018623,-0.03925244080326747
C070150,LOT-007,IC_A,125.45,3.302,9.005,9.058,9.289,9.481,50.0,Normal,True,0.0022083333333332935,0.0032083333333333317,0.002666666666666669,0.002833333333333328,10.989696,3.957974929515009,-0.4880516007302505,-0.42968842155056186,-0.38117876612848295
C080498,LOT-008,IC_A,122.96,3.332,8.863,8.948,9.199,9.299,50.0,Normal,True,0.003541666666666702,0.0034861111111111035,0.001388888888888884,0.002595238095238095,11.11735,3.8795692423918693,-0.559172904119255,-0.49447499970828734,-0.46869894217403735
C040025,LOT-004,IC_A,126.3,3.265,10.445,10.615,10.771,10.985,50.0,Normal,True,0.00708333333333333,0.002166666666666675,0.0029722222222222034,0.003214285714285709,10.701696,3.832831406253284,-0.022619309541910694,0.018081671916727375,0.07391506955870467
C070496,LOT-007,IC_A,125.66,3.299,19.696,19.861,20.422,20.534,50.0,High_Stable,True,0.0068749999999999645,0.0077916666666666655,0.0015555555555555323,0.004988095238095223,10.989696,3.957974929515009,2.2413744801276563,2.383113629564043,2.411410928560255
C010022,LOT-001,IC_A,126.59,3.309,10.301,10.648,10.896,11.686,50.0,Normal,True,0.014458333333333314,0.00344444444444446,0.01097222222222221,0.008244047619047618,11.623093999999998,4.010721666950165,-0.2431218321717847,-0.18128757375300358,0.015684459113273923
C100169,LOT-010,IC_A,124.66,3.287,9.921,10.052,10.256,10.244,50.0,Normal,True,0.005458333333333343,0.002833333333333342,-0.00016666666666667298,0.00192261904761905,12.905142,4.3537982539741815,-0.6553225100395108,-0.6084668708711621,-0.6112230849398886
C100266,LOT-010,IC_A,124.54,3.285,10.338,10.448,10.715,10.954,50.0,Normal,True,0.004583333333333384,0.0037083333333333256,0.003319444444444455,0.0036666666666666753,12.905142,4.3537982539741815,-0.56436744577154,-0.503041682742378,-0.44814708587357743
C070356,LOT-007,IC_A,125.52,3.301,9.551,9.348,9.623,9.41,50.0,Normal,True,-0.008458333333333309,0.003819444444444425,-0.002958333333333322,-0.0008392857142857144,10.989696,3.957974929515009,-0.4147818086864853,-0.3453018334725706,-0.39911723245643915
C060340,LOT-006,IC_A,127.19,3.312,9.54,10.427,24.704,39.96,50.0,Latent_Defect,True,0.03695833333333335,0.19829166666666667,0.2118888888888889,0.18107142857142858,11.337624,3.811839389807939,-0.23889359096157578,3.506542283953226,7.508809546522408
C100481,LOT-010,IC_A,124.56,3.286,11.266,11.349,11.765,11.612,50.0,Normal,True,0.003458333333333341,0.005777777777777783,-0.0021250000000000067,0.00205952380952381,12.905142,4.3537982539741815,-0.3574217061113341,-0.2618729517288194,-0.2970146811050809
C100116,LOT-010,IC_A,124.76,3.29,10.493,11.059,11.277,11.261,50.0,Normal,True,0.02358333333333329,0.0030277777777777772,-0.00022222222222222242,0.004571428571428565,12.905142,4.3537982539741815,-0.4240302127722219,-0.37395899052369264,-0.3776339426153278
C060449,LOT-006,IC_A,127.0,3.324,10.975,10.868,11.31,11.763,50.0,Normal,True,-0.004458333333333305,0.006138888888888892,0.006291666666666658,0.004690476190476192,11.337624,3.811839389807939,-0.12320141327456659,-0.007246895048584739,0.11159336910609781
C090460,LOT-009,IC_A,125.0,3.275,11.268,11.418,11.926,12.493,50.0,Normal,True,0.0062499999999999405,0.007055555555555568,0.007875000000000002,0.007291666666666664,11.39196,3.751426574663322,0.0069413593686921795,0.14235651141537517,0.29349901379818844
C100079,LOT-010,IC_A,124.73,3.276,11.836,11.903,12.68,42.563,50.0,Sudden_Anomaly,True,0.0027916666666666736,0.010791666666666656,0.4150416666666667,0.18289880952380955,12.905142,4.3537982539741815,-0.23017648993846604,-0.05171162898843293,6.811950455657443
C090304,LOT-009,IC_A,124.65,3.281,23.141,22.968,23.833,23.822,50.0,High_Stable,True,-0.007208333333333261,0.012013888888888867,-0.00015277777777776712,0.004053571428571434,11.39196,3.751426574663322,3.085770111611184,3.3163490614544524,3.313416843595174
C100251,LOT-010,IC_A,125.06,3.285,12.957,13.338,13.697,14.536,50.0,Normal,True,0.015874999999999934,0.004986111111111111,0.011652777777777783,0.009398809523809518,12.905142,4.3537982539741815,0.0994207757800636,0.1818775133361279,0.37458281364124757
C090378,LOT-009,IC_A,124.92,3.286,10.901,10.765,11.143,11.154,50.0,Normal,True,-0.005666666666666635,0.005250000000000001,0.00015277777777776712,0.0015059523809523817,11.39196,3.751426574663322,-0.16712575536848037,-0.06636408711327152,-0.06343186925399316
C020161,LOT-002,IC_A,126.05,3.268,27.736,36.926,48.567,67.071,50.0,Absolute_Failure,False,0.38291666666666674,0.16168055555555552,0.25699999999999995,0.2341369047619047,11.022252,4.154165292215281,6.235608402136155,9.037856069511044,13.492180512179626
C080324,LOT-008,IC_A,123.46,3.329,26.512,33.202,47.875,62.322,50.0,Absolute_Failure,False,0.2787499999999999,0.2037916666666667,0.20065277777777782,0.21315476190476193,11.11735,3.8795692423918693,5.692552090237769,9.474673012238291,13.198540044211407
C070039,LOT-007,IC_A,125.35,3.281,11.86,12.116,12.189,12.7,50.0,Normal,True,0.010666666666666677,0.0010138888888888945,0.007097222222222211,0.004999999999999999,10.989696,3.957974929515009,0.2845657236484848,0.30300949888708784,0.432115925557308
C050191,LOT-005,IC_A,125.15,3.307,10.493,10.272,10.972,10.812,50.0,Normal,True,-0.009208333333333337,0.009722222222222212,-0.0022222222222222244,0.0018988095238095183,13.060988,4.494286612596969,-0.620563003744084,-0.4648096973043079,-0.5004104530619711
C010454,LOT-001,IC_A,126.43,3.307,10.332,10.261,10.491,10.56,50.0,Normal,True,-0.002958333333333396,0.0031944444444444503,0.000958333333333345,0.0013571428571428558,11.623093999999998,4.010721666950165,-0.3396131951075437,-0.2822669070578678,-0.26506302064296483
C040348,LOT-004,IC_A,126.34,3.268,9.787,9.793,9.792,10.349,50.0,Normal,True,0.00024999999999993544,-1.3888888888881192e-05,0.007736111111111116,0.0033452380952380917,10.701696,3.832831406253284,-0.23708217338165688,-0.2373430771089557,-0.09201970100343432
C100085,LOT-010,IC_A,124.56,3.282,11.918,12.162,12.339,12.797,50.0,Normal,True,0.010166666666666732,0.002458333333333328,0.006361111111111113,0.005232142857142865,12.905142,4.3537982539741815,-0.17068820295512152,-0.13003404544140748,-0.024838541818350494
C020225,LOT-002,IC_A,126.39,3.272,9.492,9.708,10.291,10.984,50.0,Normal,True,0.008999999999999972,0.008097222222222224,0.009624999999999995,0.008880952380952375,11.022252,4.154165292215281,-0.3163696934406652,-0.1760286239380828,-0.009208107359541634
C060393,LOT-006,IC_A,127.39,3.308,8.823,8.791,8.606,8.9,50.0,Normal,True,-0.0013333333333333346,-0.0025694444444444514,0.00408333333333334,0.00045833333333333305,11.337624,3.811839389807939,-0.668082712721092,-0.7166157124310618,-0.6394875939730557
C040314,LOT-004,IC_A,126.26,3.27,9.108,9.151,9.52,9.712,50.0,Normal,True,0.0017916666666666359,0.005124999999999997,0.002666666666666669,0.0035952380952380906,10.701696,3.832831406253284,-0.4045823663075897,-0.30830889093427316,-0.2582153752928726
C090268,LOT-009,IC_A,125.02,3.288,9.061,9.092,9.368,9.848,50.0,Normal,True,0.001291666666666691,0.0038333333333333305,0.006666666666666672,0.004684523809523815,11.39196,3.751426574663322,-0.6130894352387564,-0.5395174234968579,-0.4115660987283387
C030200,LOT-003,IC_A,125.66,3.312,9.849,9.904,10.348,10.505,50.0,Normal,True,0.002291666666666655,0.006166666666666678,0.002180555555555556,0.0039047619047619083,11.715506,3.855729485024512,-0.4698218604380342,-0.35466855372279965,-0.31394992950142175
