component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,absolute_limit_uA,drift_0_24_uA_per_h,zscore_0h,robust_zscore_0h,z_anomaly_0h,robust_z_anomaly_0h,iqr_anomaly_0h,zscore_24h,robust_zscore_24h,z_anomaly_24h,robust_z_anomaly_24h,iqr_anomaly_24h,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,predicted_drift_uA,predicted_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation,anomaly_evidence_count,anomaly_score,current_anomaly_level,early_drift_direction,future_drift_abnormal,future_failure_predicted,current_anomaly_contribution,future_drift_contribution,future_failure_contribution,risk_score,drift_severity,final_risk_level,final_decision,risk_explanation,risk_priority
C010340,LOT-001,IC_A,126.38,3.306,26.75,41.195,50.0,0.601875,3.771616994679869,17.090124127230414,True,True,True,5.18279606676929,27.44060126582273,True,True,True,71.94511225779087,68.2896151744452,75.60060934113653,45.19511225779087,0.2690185253439933,0.0078669642857142,0.261151561058279,True,True,True,-21.945112257790868,-25.600609341136533,HIGH,PREDICTED_FAILURE,Point prediction exceeds absolute specification limit; Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary,6,1.0,HIGH,INCREASING,True,True,30.0,30,40,100.0,CRITICAL,CRITICAL,IMMEDIATE_REVIEW,Current anomaly evidence: HIGH; Predicted future drift exceeds dynamic safety boundary; Point prediction exceeds absolute specification limit; Prediction uncertainty interval reaches or exceeds absolute limit; Iddq increased between 0h and 24h,1
C090216,LOT-009,IC_A,125.01,3.288,8.998,9.094,50.0,0.004,-0.638146569672592,-1.0174855442176869,False,False,False,-0.578475017610714,-1.0051046798029566,False,False,False,9.591820617974353,5.936323534628691,13.24731770132001,0.5938206179743517,0.0035346465355616,0.0078669642857142,-0.0043323177501526,False,False,False,40.40817938202565,36.75268229867999,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070020,LOT-007,IC_A,125.49,3.293,8.652,8.686,50.0,0.0014166666666666,-0.5906293095915218,-0.9146429961089492,False,False,False,-0.5599005963948612,-0.9549997808939532,False,False,False,9.245757532427952,5.590260449082292,12.901254615773611,0.5937575324279525,0.0035342710263568,0.0078669642857142,-0.0043326932593574,False,False,False,40.75424246757205,37.09874538422639,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C090400,LOT-009,IC_A,125.06,3.276,10.054,9.972,50.0,-0.0034166666666666,-0.3566536551818495,-0.2099209183673466,False,False,False,-0.4132410699095702,-0.4216455665024638,False,False,False,10.64772099444404,6.99222391109838,14.3032180777897,0.5937209944440394,0.0035340535383573,0.0078669642857142,-0.0043329107473569,False,False,False,39.35227900555596,35.6967819222103,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C030265,LOT-003,IC_A,125.67,3.318,8.562,8.5,50.0,-0.0025833333333333,-0.8178753235277749,-1.891593619972261,False,False,False,-0.7568954892007443,-1.832793154761904,False,False,False,9.15540587358992,5.499908790244259,12.810902956935578,0.5934058735899193,0.0035321778189876,0.0078669642857142,-0.0043347864667266,False,False,False,40.84459412641008,37.18909704306442,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C060162,LOT-006,IC_A,127.36,3.313,10.386,10.423,50.0,0.0015416666666667,-0.2496495530594609,0.2253636006289289,False,False,False,-0.3145476448006832,-0.0110731620271233,False,False,False,10.979370994333658,7.323873910987999,14.634868077679318,0.5933709943336591,0.003531970204367,0.0078669642857142,-0.0043349940813472,False,False,False,39.02062900566634,35.365131922320685,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C080048,LOT-008,IC_A,123.14,3.336,9.834,9.762,50.0,-0.0029999999999999,-0.330797034365799,-0.1232659137577014,False,False,False,-0.3837864474143173,-0.3475296014067988,False,False,False,10.427285501357613,6.771788418011953,14.082782584703272,0.593285501357613,0.0035314613176048,0.0078669642857142,-0.0043355029681094,False,False,False,39.572714498642384,35.917217415296726,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C060024,LOT-006,IC_A,127.22,3.309,8.901,8.915,50.0,0.0005833333333333,-0.6392252534340827,-1.3495302672955962,False,False,False,-0.6233553167598446,-1.4631017130620996,False,False,False,9.494250040842871,5.838752957497212,13.149747124188533,0.5932500408428716,0.0035312502431123,0.0078669642857142,-0.0043357140426019,False,False,False,40.50574995915713,36.85025287581147,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C080323,LOT-008,IC_A,122.92,3.328,9.231,9.149,50.0,-0.0034166666666666,-0.4862266612973272,-0.680040041067762,False,False,False,-0.49770319370111,-0.8322523446658855,False,False,False,9.824104919625094,6.168607836279435,13.479602002970754,0.5931049196250946,0.0035303864263398,0.0078669642857142,-0.0043365778593744,False,False,False,40.17589508037491,36.52039799702925,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C010489,LOT-001,IC_A,126.56,3.308,9.698,9.465,50.0,-0.0097083333333333,-0.4799869349856631,-0.7556074476338244,False,False,False,-0.5120741903141632,-1.076234177215189,False,False,False,10.290877961427318,6.6353808780816586,13.946375044772978,0.5928779614273179,0.0035290354846864,0.0078669642857142,-0.0043379288010278,False,False,False,39.70912203857268,36.05362495522702,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C050053,LOT-005,IC_A,125.3,3.316,11.464,11.453,50.0,-0.0004583333333333,-0.3553373733494936,-0.1195493103448281,False,False,False,-0.4141929391576085,-0.3018387500000005,False,False,False,12.056522848052872,8.401025764707212,15.712019931398531,0.5925228480528713,0.0035269217146004,0.0078669642857142,-0.0043400425711138,False,False,False,37.94347715194713,34.28798006860147,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C030301,LOT-003,IC_A,125.58,3.315,9.234,9.223,50.0,-0.0004583333333333,-0.6435892376885011,-1.262933425797503,False,False,False,-0.6190240543795427,-1.2522413690476175,False,False,False,9.826521995412762,6.171024912067102,13.48201907875842,0.5925219954127616,0.0035269166393616,0.0078669642857142,-0.0043400476463526,False,False,False,40.17347800458724,36.51798092124158,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C070426,LOT-007,IC_A,125.43,3.294,8.948,8.965,50.0,0.0007083333333333,-0.5158435908158165,-0.7204289883268472,False,False,False,-0.5068150216937699,-0.7900694566170031,False,False,False,9.540112930198616,5.884615846852956,13.195610013544275,0.5921129301986152,0.0035244817273727,0.0078669642857142,-0.0043424825583415,False,False,False,40.45988706980138,36.804389986455725,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070425,LOT-007,IC_A,125.49,3.287,11.423,11.378,50.0,-0.0018749999999999,0.109476186109419,0.903488813229572,False,False,False,-0.047691395336303,0.636370946538124,False,False,False,12.015089409017907,8.359592325672248,15.670586492363569,0.5920894090179072,0.0035243417203446,0.0078669642857142,-0.0043426225653695,False,False,False,37.984910590982096,34.32941350763643,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C040229,LOT-004,IC_A,126.17,3.263,9.424,9.428,50.0,0.0001666666666667,-0.3333556487549733,-0.1445778652668421,False,False,False,-0.3782084548721653,-0.3610706319702594,False,False,False,10.015997659860938,6.360500576515278,13.671494743206598,0.5919976598609384,0.0035237955944103,0.0078669642857142,-0.0043431686913039,False,False,False,39.98400234013906,36.328505256793406,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050440,LOT-005,IC_A,125.19,3.316,11.998,11.94,50.0,-0.0024166666666666,-0.236519851008293,0.3772548275862049,False,False,False,-0.3290354805032802,0.1087631249999996,False,False,False,12.58991328683269,8.93441620348703,16.24541037017835,0.5919132868326908,0.0035232933740041,0.0078669642857142,-0.0043436709117101,False,False,False,37.41008671316731,33.75458962982165,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C090437,LOT-009,IC_A,124.68,3.284,9.074,9.22,50.0,0.0060833333333333,-0.6178876099175763,-0.9593653628117907,False,False,False,-0.5547626287606635,-0.9213736453201972,False,False,False,9.665843657475556,6.010346574129896,13.321340740821215,0.5918436574755557,0.0035228789135449,0.0078669642857142,-0.0043440853721693,False,False,False,40.334156342524444,36.67865925917879,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C010185,LOT-001,IC_A,126.55,3.305,11.034,10.945,50.0,-0.0037083333333333,-0.1468798009231982,0.6425802948021732,False,False,False,-0.2464451962869488,0.2538924050632896,False,False,False,11.625788322822896,7.970291239477238,15.281285406168555,0.5917883228228966,0.0035225495406124,0.0078669642857142,-0.0043444147451018,False,False,False,38.3742116771771,34.71871459383144,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C030389,LOT-003,IC_A,125.37,3.311,11.353,11.135,50.0,-0.0090833333333333,-0.0940174878471007,0.7194042995839113,False,False,False,-0.2544179916158675,0.2830491071428579,False,False,False,11.944409553029278,8.288912469683618,15.599906636374936,0.591409553029278,0.0035202949585076,0.0078669642857142,-0.0043466693272066,False,False,False,38.055590446970726,34.40009336362506,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C050450,LOT-005,IC_A,125.47,3.304,11.374,11.312,50.0,-0.0025833333333333,-0.3753627984631791,-0.2032803448275865,False,False,False,-0.4388483840657405,-0.4207193750000005,False,False,False,11.965295202251957,8.309798118906295,15.620792285597616,0.5912952022519544,0.0035196142991187,0.0078669642857142,-0.0043473499865955,False,False,False,38.03470479774805,34.37920771440238,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C040499,LOT-004,IC_A,126.36,3.267,10.131,10.128,50.0,-0.000125,-0.1488967135546077,0.6898429571303586,False,False,False,-0.2434447882205072,0.3410111524163565,False,False,False,10.722190600817935,7.066693517472277,14.377687684163597,0.5911906008179368,0.0035189916715353,0.0078669642857142,-0.0043479726141789,False,False,False,39.27780939918206,35.6223123158364,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C080403,LOT-008,IC_A,123.25,3.329,10.611,10.576,50.0,-0.0014583333333333,-0.1305170673246753,0.5941694045174525,False,False,False,-0.2325169017741065,0.2961315943728029,False,False,False,11.202046569137345,7.546549485791685,14.857543652483004,0.5910465691373439,0.0035181343401032,0.0078669642857142,-0.004348829945611,False,False,False,38.797953430862655,35.142456347517,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C100404,LOT-010,IC_A,124.98,3.284,12.016,11.892,50.0,-0.0051666666666666,-0.2042221407912928,0.4088594954449889,False,False,False,-0.3122920440092037,0.0968162596783799,False,False,False,12.60663575002434,8.95113866667868,16.26213283337,0.5906357500243402,0.0035156889882401,0.0078669642857142,-0.0043512752974741,False,False,False,37.39336424997566,33.73786716663,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C080450,LOT-008,IC_A,123.2,3.338,12.649,12.663,50.0,0.0005833333333333,0.3947989852233417,2.475936687200542,False,False,False,0.1553203731044187,1.946402989449005,False,False,False,13.239536231163278,9.584039147817618,16.89503331450894,0.5905362311632789,0.0035150966140671,0.0078669642857142,-0.0043518676716471,False,False,False,36.76046376883672,33.104966685491064,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060408,LOT-006,IC_A,127.12,3.302,10.134,10.084,50.0,-0.0020833333333333,-0.3157593688806085,-0.0418911163522015,False,False,False,-0.3839679371045,-0.3374907209136334,False,False,False,10.724528047725755,7.069030964380097,14.380025131071417,0.5905280477257566,0.0035150479031295,0.0078669642857142,-0.0043519163825847,False,False,False,39.275471952274245,35.61997486892858,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C030058,LOT-003,IC_A,125.57,3.298,10.627,10.506,50.0,-0.0050416666666666,-0.282308705584173,0.0402267683772547,False,False,False,-0.374364232974838,-0.2220229166666656,False,False,False,11.217409021273411,7.5619119379277535,14.872906104619071,0.5904090212734125,0.0035143394123417,0.0078669642857142,-0.0043526248733725,False,False,False,38.78259097872659,35.12709389538092,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C060112,LOT-006,IC_A,127.07,3.31,10.054,9.956,50.0,-0.0040833333333333,-0.3367466119984333,-0.1267338836477989,False,False,False,-0.4101797288888321,-0.4607398286937905,False,False,False,10.64435824378617,6.988861160440511,14.29985532713183,0.5903582437861701,0.0035140371653938,0.0078669642857142,-0.0043529271203204,False,False,False,39.35564175621383,35.70014467286817,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C020323,LOT-002,IC_A,126.12,3.272,9.912,10.034,50.0,0.0050833333333333,-0.2672623552270684,0.2159210210210216,False,False,False,-0.29476111809303,0.1720227403569378,False,False,False,10.5019618148753,6.846464731529641,14.15745889822096,0.5899618148753003,0.0035116774694958,0.0078669642857142,-0.0043552868162184,False,False,False,39.4980381851247,35.84254110177904,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C060243,LOT-006,IC_A,127.35,3.301,9.828,9.863,50.0,0.0014583333333333,-0.3960355738062885,-0.3664147012578624,False,False,False,-0.4292242338571357,-0.5502880085653109,False,False,False,10.417545226795148,6.762048143449487,14.073042310140806,0.5895452267951473,0.0035091977785425,0.0078669642857142,-0.0043577665071717,False,False,False,39.58245477320485,35.926957689859194,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C030459,LOT-003,IC_A,125.44,3.306,8.746,8.809,50.0,0.0026249999999999,-0.7701541333574974,-1.7194604715672668,False,False,False,-0.6979711830323472,-1.584673511904762,False,False,False,9.334986131538216,5.679489048192558,12.990483214883875,0.588986131538217,0.0035058698305846,0.0078669642857142,-0.0043610944551296,False,False,False,40.66501386846178,37.00951678511612,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C020467,LOT-002,IC_A,126.13,3.269,10.519,10.445,50.0,-0.0030833333333333,-0.1211439518170043,0.707718618618619,False,False,False,-0.2169804457420497,0.4912161773172137,False,False,False,11.107955329436972,7.452458246091313,14.763452412782632,0.5889553294369723,0.0035056864847438,0.0078669642857142,-0.0043612778009704,False,False,False,38.892044670563024,35.236547587217366,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C040284,LOT-004,IC_A,126.09,3.257,8.931,8.981,50.0,0.0020833333333333,-0.4619811863133611,-0.726430008748907,False,False,False,-0.4642646820054387,-0.8094,False,False,False,9.51981143418138,5.86431435083572,13.17530851752704,0.5888114341813804,0.0035048299653653,0.0078669642857142,-0.0043621343203489,False,False,False,40.48018856581862,36.82469148247296,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C040016,LOT-004,IC_A,126.01,3.265,9.84,9.836,50.0,-0.0001666666666666,-0.2248196981986054,0.3463967629046365,False,False,False,-0.2996604891666274,0.048142750929368,False,False,False,10.42862025920076,6.773123175855099,14.08411734254642,0.5886202592007592,0.0035036920190521,0.0078669642857142,-0.0043632722666621,False,False,False,39.571379740799244,35.91588265745358,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C080449,LOT-008,IC_A,122.98,3.331,9.221,9.147,50.0,-0.0030833333333333,-0.4888042670507522,-0.6892734428473648,False,False,False,-0.4980748633464175,-0.8338338218053922,False,False,False,9.809608683615922,6.154111600270262,13.465105766961582,0.5886086836159219,0.0035036231167614,0.0078669642857142,-0.0043633411689528,False,False,False,40.19039131638408,36.534894233038415,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C020150,LOT-002,IC_A,126.03,3.275,9.54,9.536,50.0,-0.0001666666666666,-0.356811030793039,-0.085477177177178,False,False,False,-0.3890063123285247,-0.2147371905584344,False,False,False,10.12855856513524,6.47306148178958,13.7840556484809,0.5885585651352407,0.0035033247924716,0.0078669642857142,-0.0043636394932426,False,False,False,39.87144143486477,36.2159443515191,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C010069,LOT-001,IC_A,126.65,3.316,9.54,9.535,50.0,-0.0002083333333332,-0.519381341558919,-0.9209619860356876,False,False,False,-0.499510656812876,-1.0133227848101258,False,False,False,10.12855856513524,6.47306148178958,13.7840556484809,0.5885585651352407,0.0035033247924716,0.0078669642857142,-0.0043636394932426,False,False,False,39.87144143486477,36.2159443515191,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C020394,LOT-002,IC_A,126.12,3.27,9.44,9.415,50.0,-0.0010416666666666,-0.380883255407547,-0.1664981981981988,False,False,False,-0.4119052450644581,-0.3087089810017278,False,False,False,10.028494216659244,6.372997133313584,13.683991300004903,0.5884942166592442,0.0035029417658288,0.0078669642857142,-0.0043640225198854,False,False,False,39.97150578334076,36.316008699995095,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C040376,LOT-004,IC_A,126.09,3.257,9.085,9.217,50.0,0.0054999999999999,-0.4218020123093207,-0.5446749781277327,False,False,False,-0.4188300743914509,-0.5726981412639399,False,False,False,9.673391215679535,6.017894132333877,13.328888299025197,0.5883912156795361,0.0035023286647591,0.0078669642857142,-0.0043646356209551,False,False,False,40.32660878432046,36.671111700974805,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070001,LOT-007,IC_A,125.69,3.295,8.928,8.978,50.0,0.0020833333333332,-0.520896679922283,-0.7335515564202321,False,False,False,-0.504341500291927,-0.7823845311130593,False,False,False,9.516184891522649,5.860687808176989,13.171681974868308,0.5881848915226477,0.0035011005447776,0.0078669642857142,-0.0043658637409366,False,False,False,40.48381510847735,36.82831802513169,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C070480,LOT-007,IC_A,125.65,3.297,10.462,10.335,50.0,-0.0052916666666666,-0.1333247454562988,0.2729494163424125,False,False,False,-0.2461439201149344,0.0198034618755478,False,False,False,11.050079297501275,7.394582214155616,14.705576380846937,0.5880792975012756,0.0035004720089361,0.0078669642857142,-0.0043664922767781,False,False,False,38.94992070249872,35.294423619153065,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C050300,LOT-005,IC_A,125.26,3.304,11.293,11.334,50.0,0.0017083333333333,-0.3933856810654965,-0.2786382758620705,False,False,False,-0.4350014352148262,-0.4021706250000003,False,False,False,11.880989540317705,8.225492456972045,15.536486623663365,0.5879895403177056,0.0034999377399863,0.0078669642857142,-0.0043670265457279,False,False,False,38.11901045968229,34.463513376336635,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C020039,LOT-002,IC_A,125.74,3.259,9.699,9.578,50.0,-0.0050416666666666,-0.3185361936559709,0.0433462462462459,False,False,False,-0.381057922453242,-0.1821188831318369,False,False,False,10.286878193646931,6.631381110301271,13.94237527699259,0.5878781936469313,0.0034992749621841,0.0078669642857142,-0.0043676893235301,False,False,False,39.71312180635307,36.05762472300741,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C090207,LOT-009,IC_A,124.94,3.297,10.384,10.424,50.0,0.0016666666666666,-0.2686871194034926,0.0424430272108845,False,False,False,-0.3281775797490725,-0.1212770935960598,False,False,False,10.971822609071303,7.316325525725645,14.627319692416965,0.5878226090713046,0.0034989441016149,0.0078669642857142,-0.0043680201840993,False,False,False,39.0281773909287,35.37268030758304,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,INCREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,Iddq increased between 0h and 24h,5
C050208,LOT-005,IC_A,125.28,3.306,9.05,9.03,50.0,-0.0008333333333333,-0.8924637758432368,-2.36540172413793,False,False,False,-0.8378818966923874,-2.344730625000001,False,False,False,9.637683695725752,5.982186612380092,13.293180779071411,0.587683695725751,0.0034981172364628,0.0078669642857142,-0.0043688470492514,False,False,False,40.362316304274245,36.70681922092859,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C080069,LOT-008,IC_A,123.16,3.332,9.93,9.913,50.0,-0.0007083333333333,-0.3060520191329189,-0.0346252566735125,False,False,False,-0.3557253891935902,-0.2281280773739735,False,False,False,10.517664767085478,6.862167683739818,14.173161850431136,0.587664767085478,0.0034980045659849,0.0078669642857142,-0.0043689597197292,False,False,False,39.48233523291452,35.826838149568864,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C010288,LOT-001,IC_A,126.24,3.309,10.16,10.102,50.0,-0.0024166666666666,-0.3647956955119665,-0.2721024049650891,False,False,False,-0.3977460354524499,-0.5037405063291139,False,False,False,10.747478047357715,7.091980964012057,14.402975130703377,0.5874780473577168,0.003496893139034,0.0078669642857142,-0.0043700711466802,False,False,False,39.25252195264228,35.597024869296625,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C070181,LOT-007,IC_A,125.59,3.302,8.961,8.92,50.0,-0.0017083333333333,-0.5125590828966133,-0.7118993190661469,False,False,False,-0.5153772111616879,-0.8166711218229628,False,False,False,9.548175546761971,5.892678463416312,13.203672630107633,0.587175546761971,0.0034950925402498,0.0078669642857142,-0.0043718717454644,False,False,False,40.45182445323803,36.79632736989237,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
C080183,LOT-008,IC_A,123.06,3.333,9.248,9.165,50.0,-0.0034583333333333,-0.4818447315165048,-0.6643432580424374,False,False,False,-0.4947298365386489,-0.8196005275498245,False,False,False,9.83476794549951,6.1792708621538495,13.490265028845169,0.5867679454995098,0.0034926663422589,0.0078669642857142,-0.0043742979434552,False,False,False,40.16523205450049,36.50973497115483,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.,0,0.0,NONE,DECREASING,False,False,0.0,0,0,0.0,LOW,LOW,NORMAL,No significant early abnormality or future drift risk detected.,5
