component_id,iddq_168h_uA,ground_truth,absolute_limit_uA,predicted_168h_uA,final_risk_level,final_decision,prediction_error_uA,absolute_prediction_error_uA,actual_future_failure,predicted_future_failure,actual_abnormal,predicted_abnormal,component_type
C010252,23.436,High_Stable,50.0,23.65523948831804,WATCH,MONITOR,0.2192394883180384,0.2192394883180384,False,False,True,True,IC_A
C030286,36.929,Sudden_Anomaly,50.0,34.038094449879225,MEDIUM,ENHANCED_MONITORING,-2.8909055501207774,2.8909055501207774,False,False,True,True,IC_A
C090165,11.169,Normal,50.0,11.215134918133977,LOW,NORMAL,0.0461349181339763,0.0461349181339763,False,False,False,False,IC_A
C050099,37.368,Latent_Defect,50.0,35.36522600158463,MEDIUM,ENHANCED_MONITORING,-2.002773998415371,2.002773998415371,False,False,True,True,IC_A
C040409,9.854,Normal,50.0,10.099304575159485,LOW,NORMAL,0.24530457515948534,0.24530457515948534,False,False,False,False,IC_A
C010445,9.667,Normal,50.0,10.382718761006895,MEDIUM,ENHANCED_MONITORING,0.7157187610068956,0.7157187610068956,False,False,False,True,IC_A
C070127,13.374,Normal,50.0,12.99356854612588,LOW,NORMAL,-0.38043145387412025,0.38043145387412025,False,False,False,False,IC_A
C020197,11.558,Normal,50.0,12.651333511439844,MEDIUM,ENHANCED_MONITORING,1.0933335114398446,1.0933335114398446,False,False,False,True,IC_A
C050088,67.833,Absolute_Failure,50.0,64.8674733825758,CRITICAL,IMMEDIATE_REVIEW,-2.965526617424203,2.965526617424203,True,True,True,True,IC_A
C030064,10.739,Normal,50.0,12.571872850399478,MEDIUM,ENHANCED_MONITORING,1.8328728503994771,1.8328728503994771,False,False,False,True,IC_A
C040416,8.213,Normal,50.0,8.474864093871403,LOW,NORMAL,0.2618640938714041,0.2618640938714041,False,False,False,False,IC_A
C050377,11.269,Normal,50.0,11.327060571225566,LOW,NORMAL,0.05806057122556574,0.05806057122556574,False,False,False,False,IC_A
C030241,12.099,Normal,50.0,11.637289733540884,LOW,NORMAL,-0.46171026645911617,0.46171026645911617,False,False,False,False,IC_A
C040431,10.618,Normal,50.0,10.436651108093784,LOW,NORMAL,-0.18134889190621628,0.18134889190621628,False,False,False,False,IC_A
C010412,12.008,Normal,50.0,11.681232217539744,LOW,NORMAL,-0.32676778246025506,0.32676778246025506,False,False,False,False,IC_A
C060306,10.071,Normal,50.0,10.437698746860988,LOW,NORMAL,0.3666987468609886,0.3666987468609886,False,False,False,False,IC_A
C020145,30.806,Sudden_Anomaly,50.0,32.72880161786704,MEDIUM,ENHANCED_MONITORING,1.9228016178670408,1.9228016178670408,False,False,True,True,IC_A
C040043,20.165,High_Stable,50.0,20.703488355814308,WATCH,MONITOR,0.5384883558143088,0.5384883558143088,False,False,True,True,IC_A
C040325,9.772,Normal,50.0,9.626001704225096,LOW,NORMAL,-0.14599829577490375,0.14599829577490375,False,False,False,False,IC_A
C020172,31.276,Latent_Defect,50.0,34.59258995363092,MEDIUM,ENHANCED_MONITORING,3.3165899536309205,3.3165899536309205,False,False,True,True,IC_A
C070167,10.536,Normal,50.0,10.405392577463168,LOW,NORMAL,-0.13060742253683166,0.13060742253683166,False,False,False,False,IC_A
C060421,10.484,Normal,50.0,9.91570691191067,LOW,NORMAL,-0.5682930880893302,0.5682930880893302,False,False,False,False,IC_A
C030468,11.795,Normal,50.0,12.282155171009093,LOW,NORMAL,0.48715517100909267,0.48715517100909267,False,False,False,False,IC_A
C080439,10.854,Normal,50.0,11.236366451148902,LOW,NORMAL,0.38236645114890244,0.38236645114890244,False,False,False,False,IC_A
C070095,6.104,Normal,50.0,6.747455724476903,LOW,NORMAL,0.6434557244769028,0.6434557244769028,False,False,False,False,IC_A
C070338,11.052,Normal,50.0,10.913973422469844,LOW,NORMAL,-0.13802657753015524,0.13802657753015524,False,False,False,False,IC_A
C060338,28.212,Latent_Defect,50.0,35.16575707257848,MEDIUM,ENHANCED_MONITORING,6.95375707257848,6.95375707257848,False,False,True,True,IC_A
C040312,11.773,Normal,50.0,11.285552333843164,LOW,NORMAL,-0.4874476661568359,0.4874476661568359,False,False,False,False,IC_A
C100069,14.171,Normal,50.0,14.027663555413344,LOW,NORMAL,-0.14333644458665518,0.14333644458665518,False,False,False,False,IC_A
C070238,9.443,Normal,50.0,9.641919054355451,LOW,NORMAL,0.19891905435545176,0.19891905435545176,False,False,False,False,IC_A
C070132,10.758,Normal,50.0,10.427599349661152,LOW,NORMAL,-0.3304006503388468,0.3304006503388468,False,False,False,False,IC_A
C080150,10.39,Normal,50.0,10.548228895715038,LOW,NORMAL,0.1582288957150375,0.1582288957150375,False,False,False,False,IC_A
C100353,11.555,Normal,50.0,13.353509451850185,MEDIUM,ENHANCED_MONITORING,1.798509451850185,1.798509451850185,False,False,False,True,IC_A
C080201,10.735,Normal,50.0,10.3872677344886,LOW,NORMAL,-0.34773226551140013,0.34773226551140013,False,False,False,False,IC_A
C010487,11.534,Normal,50.0,11.970462597309306,LOW,NORMAL,0.4364625973093048,0.4364625973093048,False,False,False,False,IC_A
C090115,9.344,Normal,50.0,9.554378467978438,LOW,NORMAL,0.21037846797843862,0.21037846797843862,False,False,False,False,IC_A
C030160,10.088,Normal,50.0,10.408268852475818,LOW,NORMAL,0.3202688524758184,0.3202688524758184,False,False,False,False,IC_A
C010086,11.33,Normal,50.0,10.956027965625523,LOW,NORMAL,-0.3739720343744768,0.3739720343744768,False,False,False,False,IC_A
C040489,11.793,Normal,50.0,11.82902397178161,LOW,NORMAL,0.03602397178160999,0.03602397178160999,False,False,False,False,IC_A
C100242,28.356,High_Stable,50.0,29.276306518217883,HIGH,PRIORITY_SCREENING,0.9203065182178811,0.9203065182178811,False,False,True,True,IC_A
C090415,10.443,Normal,50.0,10.427363956438295,LOW,NORMAL,-0.015636043561704227,0.015636043561704227,False,False,False,False,IC_A
C030282,12.728,Normal,50.0,12.177439223338844,LOW,NORMAL,-0.5505607766611558,0.5505607766611558,False,False,False,False,IC_A
C060239,9.225,Normal,50.0,9.580024606383423,LOW,NORMAL,0.3550246063834237,0.3550246063834237,False,False,False,False,IC_A
C040442,10.016,Normal,50.0,10.374424242937794,LOW,NORMAL,0.35842424293779374,0.35842424293779374,False,False,False,False,IC_A
C060024,9.355,Normal,50.0,9.494250040842871,LOW,NORMAL,0.13925004084287096,0.13925004084287096,False,False,False,False,IC_A
C070289,33.041,Latent_Defect,50.0,35.5472707131299,MEDIUM,ENHANCED_MONITORING,2.5062707131299007,2.5062707131299007,False,False,True,True,IC_A
C060345,9.774,Normal,50.0,9.710262414567364,LOW,NORMAL,-0.06373758543263541,0.06373758543263541,False,False,False,False,IC_A
C080381,11.038,Normal,50.0,11.123926729397851,LOW,NORMAL,0.08592672939785118,0.08592672939785118,False,False,False,False,IC_A
C040080,8.799,Normal,50.0,8.866789515143392,LOW,NORMAL,0.06778951514339226,0.06778951514339226,False,False,False,False,IC_A
C040290,20.456,High_Stable,50.0,20.5596947012536,WATCH,MONITOR,0.1036947012536018,0.1036947012536018,False,False,True,True,IC_A
C090254,11.435,Normal,50.0,13.890354615073727,MEDIUM,ENHANCED_MONITORING,2.455354615073727,2.455354615073727,False,False,False,True,IC_A
C080160,19.944,High_Stable,50.0,20.0209739944708,WATCH,MONITOR,0.07697399447080144,0.07697399447080144,False,False,True,True,IC_A
C050364,11.216,Normal,50.0,11.335919410922529,LOW,NORMAL,0.11991941092252922,0.11991941092252922,False,False,False,False,IC_A
C060343,10.998,Normal,50.0,13.406431462657794,MEDIUM,ENHANCED_MONITORING,2.408431462657795,2.408431462657795,False,False,False,True,IC_A
C070417,8.567,Normal,50.0,7.88410395038988,LOW,NORMAL,-0.68289604961012,0.68289604961012,False,False,False,False,IC_A
C040217,10.743,Normal,50.0,11.150264089606049,LOW,NORMAL,0.40726408960604843,0.40726408960604843,False,False,False,False,IC_A
C030065,24.784,High_Stable,50.0,24.825875688089702,WATCH,MONITOR,0.041875688089703544,0.041875688089703544,False,False,True,True,IC_A
C090173,9.915,Normal,50.0,9.790146641479096,LOW,NORMAL,-0.12485335852090351,0.12485335852090351,False,False,False,False,IC_A
C040170,9.711,Normal,50.0,9.922267783375908,LOW,NORMAL,0.21126778337590757,0.21126778337590757,False,False,False,False,IC_A
C100335,13.648,Normal,50.0,13.662733770069831,LOW,NORMAL,0.014733770069831564,0.014733770069831564,False,False,False,False,IC_A
C100401,12.017,Normal,50.0,11.89443947390058,LOW,NORMAL,-0.12256052609942003,0.12256052609942003,False,False,False,False,IC_A
C030488,11.883,Normal,50.0,11.884030883822238,LOW,NORMAL,0.001030883822238593,0.001030883822238593,False,False,False,False,IC_A
C080427,9.377,Normal,50.0,9.51924881816371,LOW,NORMAL,0.1422488181637096,0.1422488181637096,False,False,False,False,IC_A
C070125,11.202,Normal,50.0,11.32426704577245,LOW,NORMAL,0.12226704577244973,0.12226704577244973,False,False,False,False,IC_A
C040453,8.68,Normal,50.0,8.838367599845231,LOW,NORMAL,0.1583675998452314,0.1583675998452314,False,False,False,False,IC_A
C050394,13.577,Normal,50.0,13.498467412480172,LOW,NORMAL,-0.0785325875198275,0.0785325875198275,False,False,False,False,IC_A
C060320,24.409,High_Stable,50.0,24.47763127186264,WATCH,MONITOR,0.0686312718626425,0.0686312718626425,False,False,True,True,IC_A
C020468,11.778,Normal,50.0,11.321909886624532,LOW,NORMAL,-0.4560901133754687,0.4560901133754687,False,False,False,False,IC_A
C010135,10.185,Normal,50.0,10.381512945169522,LOW,NORMAL,0.19651294516952156,0.19651294516952156,False,False,False,False,IC_A
C010247,10.824,Normal,50.0,11.312722164114232,LOW,NORMAL,0.4887221641142325,0.4887221641142325,False,False,False,False,IC_A
C080181,9.745,Normal,50.0,10.403516986634845,LOW,NORMAL,0.6585169866348455,0.6585169866348455,False,False,False,False,IC_A
C010253,10.02,Normal,50.0,9.629164149316004,LOW,NORMAL,-0.3908358506839953,0.3908358506839953,False,False,False,False,IC_A
C040296,9.081,Normal,50.0,8.954888121244029,LOW,NORMAL,-0.12611187875597096,0.12611187875597096,False,False,False,False,IC_A
C080006,9.737,Normal,50.0,9.594166096464567,LOW,NORMAL,-0.14283390353543268,0.14283390353543268,False,False,False,False,IC_A
C100385,11.114,Normal,50.0,12.470188693078123,MEDIUM,ENHANCED_MONITORING,1.3561886930781224,1.3561886930781224,False,False,False,True,IC_A
C030283,12.526,Normal,50.0,14.805930796398426,MEDIUM,ENHANCED_MONITORING,2.2799307963984266,2.2799307963984266,False,False,False,True,IC_A
C090043,12.939,Normal,50.0,12.435359986711765,LOW,NORMAL,-0.5036400132882353,0.5036400132882353,False,False,False,False,IC_A
C090256,8.907,Normal,50.0,8.932454795962318,LOW,NORMAL,0.025454795962318144,0.025454795962318144,False,False,False,False,IC_A
C090024,9.479,Normal,50.0,9.108480911450505,LOW,NORMAL,-0.37051908854949467,0.37051908854949467,False,False,False,False,IC_A
C090389,10.281,Normal,50.0,14.448950809655797,MEDIUM,ENHANCED_MONITORING,4.167950809655796,4.167950809655796,False,False,False,True,IC_A
C020392,9.619,Normal,50.0,9.59565839959695,LOW,NORMAL,-0.023341600403050222,0.023341600403050222,False,False,False,False,IC_A
C020180,10.273,Normal,50.0,10.113019767693237,LOW,NORMAL,-0.15998023230676317,0.15998023230676317,False,False,False,False,IC_A
C030268,23.562,High_Stable,50.0,23.72182796162253,WATCH,MONITOR,0.1598279616225291,0.1598279616225291,False,False,True,True,IC_A
C060044,10.72,Normal,50.0,11.784172611134135,MEDIUM,ENHANCED_MONITORING,1.0641726111341345,1.0641726111341345,False,False,False,True,IC_A
C030217,9.971,Normal,50.0,12.614392497489533,MEDIUM,ENHANCED_MONITORING,2.6433924974895326,2.6433924974895326,False,False,False,True,IC_A
C020404,9.398,Normal,50.0,9.135238079559867,LOW,NORMAL,-0.26276192044013236,0.26276192044013236,False,False,False,False,IC_A
C060318,22.081,High_Stable,50.0,22.59875636924538,WATCH,MONITOR,0.5177563692453795,0.5177563692453795,False,False,True,True,IC_A
C030441,10.457,Normal,50.0,10.524570895346455,LOW,NORMAL,0.06757089534645466,0.06757089534645466,False,False,False,False,IC_A
C080045,22.675,High_Stable,50.0,22.401432709985592,WATCH,MONITOR,-0.2735672900144088,0.2735672900144088,False,False,True,True,IC_A
C030194,11.635,Normal,50.0,11.305320688485716,LOW,NORMAL,-0.3296793115142833,0.3296793115142833,False,False,False,False,IC_A
C040350,9.633,Normal,50.0,9.661215310624147,LOW,NORMAL,0.02821531062414806,0.02821531062414806,False,False,False,False,IC_A
C020188,9.344,Normal,50.0,9.54299429726428,LOW,NORMAL,0.19899429726427975,0.19899429726427975,False,False,False,False,IC_A
C090142,9.242,Normal,50.0,9.35107942204122,LOW,NORMAL,0.10907942204121923,0.10907942204121923,False,False,False,False,IC_A
C030469,11.144,Normal,50.0,12.573883966055032,MEDIUM,ENHANCED_MONITORING,1.4298839660550318,1.4298839660550318,False,False,False,True,IC_A
C040054,9.203,Normal,50.0,9.432492290734118,LOW,NORMAL,0.22949229073411814,0.22949229073411814,False,False,False,False,IC_A
C100096,13.44,Normal,50.0,13.494753124769709,LOW,NORMAL,0.05475312476970906,0.05475312476970906,False,False,False,False,IC_A
C010073,11.393,Normal,50.0,11.321066971091858,LOW,NORMAL,-0.07193302890814302,0.07193302890814302,False,False,False,False,IC_A
C100089,11.908,Normal,50.0,13.034357262034334,MEDIUM,ENHANCED_MONITORING,1.1263572620343343,1.1263572620343343,False,False,False,True,IC_A
C060392,11.776,Normal,50.0,12.082624079019412,LOW,NORMAL,0.3066240790194126,0.3066240790194126,False,False,False,False,IC_A
C050242,12.653,Normal,50.0,12.927993307150365,LOW,NORMAL,0.2749933071503641,0.2749933071503641,False,False,False,False,IC_A
C020097,10.079,Normal,50.0,10.022704670945128,LOW,NORMAL,-0.05629532905487267,0.05629532905487267,False,False,False,False,IC_A
C040137,9.72,Normal,50.0,10.093696793551777,LOW,NORMAL,0.3736967935517761,0.3736967935517761,False,False,False,False,IC_A
C070383,9.343,Normal,50.0,9.624353945657218,LOW,NORMAL,0.2813539456572176,0.2813539456572176,False,False,False,False,IC_A
C080435,24.669,High_Stable,50.0,24.630547512438948,WATCH,MONITOR,-0.03845248756105235,0.03845248756105235,False,False,True,True,IC_A
C050090,27.336,High_Stable,50.0,27.105293212481957,WATCH,MONITOR,-0.23070678751804152,0.23070678751804152,False,False,True,True,IC_A
C100137,24.81,High_Stable,50.0,25.009763931499077,WATCH,MONITOR,0.19976393149907778,0.19976393149907778,False,False,True,True,IC_A
C020491,10.41,Normal,50.0,10.51084373420622,LOW,NORMAL,0.1008437342062205,0.1008437342062205,False,False,False,False,IC_A
C100472,12.043,Normal,50.0,12.398814238789456,LOW,NORMAL,0.3558142387894563,0.3558142387894563,False,False,False,False,IC_A
C050212,10.234,Normal,50.0,10.447822163460724,LOW,NORMAL,0.21382216346072447,0.21382216346072447,False,False,False,False,IC_A
C090296,10.989,Normal,50.0,11.129344720723571,LOW,NORMAL,0.1403447207235704,0.1403447207235704,False,False,False,False,IC_A
C070464,8.672,Normal,50.0,8.639740311549565,LOW,NORMAL,-0.03225968845043603,0.03225968845043603,False,False,False,False,IC_A
C090241,10.656,Normal,50.0,10.382805553747884,LOW,NORMAL,-0.2731944462521163,0.2731944462521163,False,False,False,False,IC_A
C030343,30.037,Latent_Defect,50.0,36.777254885661975,MEDIUM,ENHANCED_MONITORING,6.740254885661976,6.740254885661976,False,False,True,True,IC_A
C090242,23.787,High_Stable,50.0,24.055809866153908,WATCH,MONITOR,0.26880986615390867,0.26880986615390867,False,False,True,True,IC_A
C060038,9.673,Normal,50.0,9.705059436566032,LOW,NORMAL,0.03205943656603161,0.03205943656603161,False,False,False,False,IC_A
C100033,11.585,Normal,50.0,12.115840088674956,LOW,NORMAL,0.5308400886749549,0.5308400886749549,False,False,False,False,IC_A
C060492,11.634,Normal,50.0,11.730565900743091,LOW,NORMAL,0.0965659007430908,0.0965659007430908,False,False,False,False,IC_A
C070245,10.383,Normal,50.0,12.39524185007663,MEDIUM,ENHANCED_MONITORING,2.012241850076631,2.012241850076631,False,False,False,True,IC_A
C010130,13.033,Normal,50.0,12.633560863887292,LOW,NORMAL,-0.39943913611270787,0.39943913611270787,False,False,False,False,IC_A
C070009,35.237,Latent_Defect,50.0,35.75390986147186,MEDIUM,ENHANCED_MONITORING,0.5169098614718592,0.5169098614718592,False,False,True,True,IC_A
C100261,12.691,Normal,50.0,12.886942951608154,LOW,NORMAL,0.19594295160815278,0.19594295160815278,False,False,False,False,IC_A
C080242,11.172,Normal,50.0,11.160257802089705,LOW,NORMAL,-0.01174219791029607,0.01174219791029607,False,False,False,False,IC_A
C090476,12.947,Normal,50.0,12.367562845870207,LOW,NORMAL,-0.579437154129792,0.579437154129792,False,False,False,False,IC_A
C060032,22.456,High_Stable,50.0,21.029541153433374,WATCH,MONITOR,-1.426458846566625,1.426458846566625,False,False,True,True,IC_A
C100030,12.237,Normal,50.0,12.421862319108357,LOW,NORMAL,0.1848623191083565,0.1848623191083565,False,False,False,False,IC_A
C080487,39.796,Latent_Defect,50.0,38.25220977945746,MEDIUM,ENHANCED_MONITORING,-1.5437902205425402,1.5437902205425402,False,False,True,True,IC_A
C100297,10.477,Normal,50.0,11.446654380631896,MEDIUM,ENHANCED_MONITORING,0.969654380631896,0.969654380631896,False,False,False,True,IC_A
C010010,23.655,High_Stable,50.0,23.288147827027966,WATCH,MONITOR,-0.36685217297203465,0.36685217297203465,False,False,True,True,IC_A
C090397,60.223,Absolute_Failure,50.0,61.51472993903317,CRITICAL,IMMEDIATE_REVIEW,1.2917299390331678,1.2917299390331678,True,True,True,True,IC_A
C040462,10.21,Normal,50.0,9.979949363854706,LOW,NORMAL,-0.23005063614529497,0.23005063614529497,False,False,False,False,IC_A
C090132,41.14,Sudden_Anomaly,50.0,35.84084149054571,MEDIUM,ENHANCED_MONITORING,-5.299158509454294,5.299158509454294,False,False,True,True,IC_A
C080194,8.784,Normal,50.0,8.597054194950882,LOW,NORMAL,-0.18694580504911862,0.18694580504911862,False,False,False,False,IC_A
C040232,10.221,Normal,50.0,10.484163516007657,LOW,NORMAL,0.26316351600765664,0.26316351600765664,False,False,False,False,IC_A
C070498,7.604,Normal,50.0,6.812946789953092,LOW,NORMAL,-0.7910532100469077,0.7910532100469077,False,False,False,False,IC_A
C050408,12.709,Normal,50.0,17.120852430145128,MEDIUM,ENHANCED_MONITORING,4.411852430145128,4.411852430145128,False,False,False,True,IC_A
C070255,22.317,High_Stable,50.0,22.414254538745578,WATCH,MONITOR,0.09725453874557743,0.09725453874557743,False,False,True,True,IC_A
C020471,11.121,Normal,50.0,12.720906452704176,MEDIUM,ENHANCED_MONITORING,1.5999064527041753,1.5999064527041753,False,False,False,True,IC_A
C070046,12.222,Normal,50.0,13.12299321962937,LOW,NORMAL,0.9009932196293704,0.9009932196293704,False,False,False,False,IC_A
C060033,11.169,Normal,50.0,11.475469206958673,LOW,NORMAL,0.3064692069586723,0.3064692069586723,False,False,False,False,IC_A
C100228,43.128,Latent_Defect,50.0,33.386702845959604,MEDIUM,ENHANCED_MONITORING,-9.741297154040396,9.741297154040396,False,False,True,True,IC_A
C100413,13.032,Normal,50.0,14.580011535284603,MEDIUM,ENHANCED_MONITORING,1.5480115352846031,1.5480115352846031,False,False,False,True,IC_A
C010195,11.321,Normal,50.0,17.327901638668035,MEDIUM,ENHANCED_MONITORING,6.006901638668035,6.006901638668035,False,False,False,True,IC_A
C100319,12.332,Normal,50.0,13.236740662980116,LOW,NORMAL,0.9047406629801156,0.9047406629801156,False,False,False,False,IC_A
C070410,12.408,Normal,50.0,12.398632837565392,LOW,NORMAL,-0.009367162434607224,0.009367162434607224,False,False,False,False,IC_A
C060149,10.21,Normal,50.0,10.567582843791367,LOW,NORMAL,0.3575828437913664,0.3575828437913664,False,False,False,False,IC_A
C060443,9.354,Normal,50.0,9.240987599566472,LOW,NORMAL,-0.11301240043352756,0.11301240043352756,False,False,False,False,IC_A
C080484,62.77,Absolute_Failure,50.0,63.74641559063848,CRITICAL,IMMEDIATE_REVIEW,0.9764155906384744,0.9764155906384744,True,True,True,True,IC_A
C070295,11.0,Normal,50.0,13.245823101370668,MEDIUM,ENHANCED_MONITORING,2.245823101370668,2.245823101370668,False,False,False,True,IC_A
C100346,27.606,High_Stable,50.0,27.87383515153597,WATCH,MONITOR,0.2678351515359694,0.2678351515359694,False,False,True,True,IC_A
C010491,24.528,High_Stable,50.0,25.12788546452157,WATCH,MONITOR,0.5998854645215701,0.5998854645215701,False,False,True,True,IC_A
C100192,27.366,High_Stable,50.0,27.524267951770412,WATCH,MONITOR,0.1582679517704122,0.1582679517704122,False,False,True,True,IC_A
C010392,9.088,Normal,50.0,8.918218743087778,LOW,NORMAL,-0.16978125691222168,0.16978125691222168,False,False,False,False,IC_A
C070460,62.503,Absolute_Failure,50.0,62.45470570727887,CRITICAL,IMMEDIATE_REVIEW,-0.04829429272113117,0.04829429272113117,True,True,True,True,IC_A
C070103,9.422,Normal,50.0,8.996084714537053,LOW,NORMAL,-0.4259152854629473,0.4259152854629473,False,False,False,False,IC_A
C020231,10.959,Normal,50.0,11.258778955583152,LOW,NORMAL,0.29977895558315204,0.29977895558315204,False,False,False,False,IC_A
C090475,12.589,Normal,50.0,13.293835980289366,LOW,NORMAL,0.7048359802893653,0.7048359802893653,False,False,False,False,IC_A
C100140,41.122,Sudden_Anomaly,50.0,21.99099550675008,MEDIUM,ENHANCED_MONITORING,-19.131004493249918,19.131004493249918,False,False,True,True,IC_A
C080372,11.892,Normal,50.0,11.634164029734729,LOW,NORMAL,-0.25783597026527083,0.25783597026527083,False,False,False,False,IC_A
C010115,11.076,Normal,50.0,11.995681139014495,MEDIUM,ENHANCED_MONITORING,0.9196811390144948,0.9196811390144948,False,False,False,True,IC_A
C010299,22.964,High_Stable,50.0,23.237082094253772,WATCH,MONITOR,0.2730820942537733,0.2730820942537733,False,False,True,True,IC_A
C070079,10.337,Normal,50.0,10.19834114915978,LOW,NORMAL,-0.13865885084021912,0.13865885084021912,False,False,False,False,IC_A
C030226,10.629,Normal,50.0,11.33691734973258,LOW,NORMAL,0.7079173497325808,0.7079173497325808,False,False,False,False,IC_A
C060052,22.392,High_Stable,50.0,22.330537214337227,WATCH,MONITOR,-0.061462785662772745,0.061462785662772745,False,False,True,True,IC_A
C090149,10.662,Normal,50.0,11.046765430745875,LOW,NORMAL,0.3847654307458743,0.3847654307458743,False,False,False,False,IC_A
C040097,10.152,Normal,50.0,10.14244407823828,LOW,NORMAL,-0.009555921761720043,0.009555921761720043,False,False,False,False,IC_A
C010348,10.015,Normal,50.0,10.63992960405119,LOW,NORMAL,0.6249296040511894,0.6249296040511894,False,False,False,False,IC_A
C060457,69.602,Absolute_Failure,50.0,70.8653261244034,CRITICAL,IMMEDIATE_REVIEW,1.2633261244033918,1.2633261244033918,True,True,True,True,IC_A
C020310,11.567,Normal,50.0,11.621608714760011,LOW,NORMAL,0.05460871476001117,0.05460871476001117,False,False,False,False,IC_A
C020100,11.405,Normal,50.0,11.652347901347918,LOW,NORMAL,0.2473479013479185,0.2473479013479185,False,False,False,False,IC_A
C060371,11.654,Normal,50.0,14.249208359338516,MEDIUM,ENHANCED_MONITORING,2.595208359338516,2.595208359338516,False,False,False,True,IC_A
C050391,13.071,Normal,50.0,12.450770977873477,LOW,NORMAL,-0.620229022126523,0.620229022126523,False,False,False,False,IC_A
C020042,22.182,High_Stable,50.0,21.968712092452687,WATCH,MONITOR,-0.2132879075473113,0.2132879075473113,False,False,True,True,IC_A
C010239,10.69,Normal,50.0,11.328817933382556,LOW,NORMAL,0.6388179333825565,0.6388179333825565,False,False,False,False,IC_A
C090085,22.226,High_Stable,50.0,22.411110161636564,WATCH,MONITOR,0.18511016163656535,0.18511016163656535,False,False,True,True,IC_A
C010016,9.996,Normal,50.0,10.226333159755349,LOW,NORMAL,0.2303331597553484,0.2303331597553484,False,False,False,False,IC_A
C030426,10.941,Normal,50.0,11.501680655649231,MEDIUM,ENHANCED_MONITORING,0.5606806556492305,0.5606806556492305,False,False,False,True,IC_A
C090005,12.392,Normal,50.0,11.808821981156362,LOW,NORMAL,-0.583178018843638,0.583178018843638,False,False,False,False,IC_A
C070122,10.953,Normal,50.0,11.337236108968082,LOW,NORMAL,0.38423610896808214,0.38423610896808214,False,False,False,False,IC_A
C050348,10.943,Normal,50.0,14.228934046809057,MEDIUM,ENHANCED_MONITORING,3.285934046809057,3.285934046809057,False,False,False,True,IC_A
C060115,10.005,Normal,50.0,9.67796994886488,LOW,NORMAL,-0.3270300511351216,0.3270300511351216,False,False,False,False,IC_A
C070050,13.642,Normal,50.0,13.406844436273538,LOW,NORMAL,-0.23515556372646174,0.23515556372646174,False,False,False,False,IC_A
C030113,10.701,Normal,50.0,11.90221907919016,MEDIUM,ENHANCED_MONITORING,1.2012190791901602,1.2012190791901602,False,False,False,True,IC_A
C020274,34.709,Latent_Defect,50.0,36.12669221437345,MEDIUM,ENHANCED_MONITORING,1.4176922143734458,1.4176922143734458,False,False,True,True,IC_A
C040239,10.74,Normal,50.0,11.079125909082416,LOW,NORMAL,0.3391259090824157,0.3391259090824157,False,False,False,False,IC_A
C010089,10.389,Normal,50.0,10.61535327364485,LOW,NORMAL,0.22635327364485036,0.22635327364485036,False,False,False,False,IC_A
C050018,11.703,Normal,50.0,12.524974727116325,MEDIUM,ENHANCED_MONITORING,0.8219747271163254,0.8219747271163254,False,False,False,True,IC_A
C070328,8.175,Normal,50.0,8.293185242875175,LOW,NORMAL,0.11818524287517462,0.11818524287517462,False,False,False,False,IC_A
C030034,10.94,Normal,50.0,10.70345772692089,LOW,NORMAL,-0.23654227307910958,0.23654227307910958,False,False,False,False,IC_A
C090199,12.335,Normal,50.0,13.552215481880364,MEDIUM,ENHANCED_MONITORING,1.2172154818803627,1.2172154818803627,False,False,False,True,IC_A
C010040,11.807,Normal,50.0,11.678627694820884,LOW,NORMAL,-0.12837230517911635,0.12837230517911635,False,False,False,False,IC_A
C070166,12.586,Normal,50.0,12.364179865958477,LOW,NORMAL,-0.2218201340415238,0.2218201340415238,False,False,False,False,IC_A
C010116,10.861,Normal,50.0,10.89090728656188,MEDIUM,ENHANCED_MONITORING,0.029907286561879687,0.029907286561879687,False,False,False,True,IC_A
C080475,8.946,Normal,50.0,8.897858765048854,LOW,NORMAL,-0.04814123495114586,0.04814123495114586,False,False,False,False,IC_A
C080117,10.369,Normal,50.0,10.931155504259658,MEDIUM,ENHANCED_MONITORING,0.5621555042596587,0.5621555042596587,False,False,False,True,IC_A
C060453,37.312,Latent_Defect,50.0,36.3745388130666,MEDIUM,ENHANCED_MONITORING,-0.9374611869333975,0.9374611869333975,False,False,True,True,IC_A
C090336,40.949,Sudden_Anomaly,50.0,17.800716019204486,MEDIUM,ENHANCED_MONITORING,-23.14828398079551,23.14828398079551,False,False,True,True,IC_A
C020345,22.137,High_Stable,50.0,21.629248511613383,WATCH,MONITOR,-0.5077514883866172,0.5077514883866172,False,False,True,True,IC_A
C040048,11.878,Normal,50.0,11.525394494166438,LOW,NORMAL,-0.3526055058335622,0.3526055058335622,False,False,False,False,IC_A
C090326,12.007,Normal,50.0,14.167080183436545,MEDIUM,ENHANCED_MONITORING,2.160080183436545,2.160080183436545,False,False,False,True,IC_A
C020198,10.066,Normal,50.0,10.026153947592004,LOW,NORMAL,-0.03984605240799688,0.03984605240799688,False,False,False,False,IC_A
C050067,11.931,Normal,50.0,12.396608100748898,LOW,NORMAL,0.4656081007488986,0.4656081007488986,False,False,False,False,IC_A
C040375,9.473,Normal,50.0,9.536527962553556,LOW,NORMAL,0.06352796255355564,0.06352796255355564,False,False,False,False,IC_A
