component_id,component_type,lot_id,risk_score,qa_classification,priority_rank,screening_recommendation,strongest_risk_factor,explanation_summary
C4495,TypeA,L3,20.93913957091882,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4495 was analyzed for predicted. The latest observed value is 21.3496 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.3496 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4324,TypeB,L3,20.937968294747865,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4324 was analyzed for predicted. The latest observed value is 21.1686 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.1686 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3537,TypeC,L2,20.937891405452152,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C3537 was analyzed for predicted. The latest observed value is 23.7343 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.7343 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1974,TypeA,L1,20.932728114441638,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1974 was analyzed for predicted. The latest observed value is 22.8593 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.8593 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8250,TypeB,L5,20.929350963995383,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C8250 was analyzed for predicted. The latest observed value is 21.2817 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.2817 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3719,TypeA,L2,20.929172162319134,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C3719 was analyzed for predicted. The latest observed value is 23.3343 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.3343 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5225,TypeA,L3,20.9283349731541,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5225 was analyzed for predicted. The latest observed value is 23.6008 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.6008 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C597,TypeC,L1,20.92789424653446,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C597 was analyzed for predicted. The latest observed value is 20.4293 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.4293 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5102,TypeB,L3,20.92579722676497,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5102 was analyzed for predicted. The latest observed value is 23.2921 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2921 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4718,TypeA,L3,20.91718935989708,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4718 was analyzed for predicted. The latest observed value is 22.5316 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.5316 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5232,TypeB,L3,20.917161326595306,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5232 was analyzed for predicted. The latest observed value is 21.3707 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.3707 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C988,TypeC,L1,20.907475392678045,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C988 was analyzed for predicted. The latest observed value is 20.4631 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.4631 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2689,TypeC,L2,20.901979757500985,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C2689 was analyzed for predicted. The latest observed value is 15.0709 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 15.0709 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2172,TypeC,L2,20.898813531922592,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C2172 was analyzed for predicted. The latest observed value is 20.5193 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.5193 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4355,TypeA,L3,20.89335896160436,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4355 was analyzed for predicted. The latest observed value is 15.8170 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 15.8170 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C834,TypeA,L1,20.891051468534428,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C834 was analyzed for predicted. The latest observed value is 23.0886 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.0886 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1675,TypeA,L1,20.88856664291824,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1675 was analyzed for predicted. The latest observed value is 23.2449 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2449 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9782,TypeA,L5,20.887915199174905,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9782 was analyzed for predicted. The latest observed value is 22.6084 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.6084 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1380,TypeA,L1,20.887724247089917,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1380 was analyzed for predicted. The latest observed value is 21.4519 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.4519 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4191,TypeB,L3,20.884474108556645,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4191 was analyzed for predicted. The latest observed value is 23.2200 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2200 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2949,TypeB,L2,20.882763667040788,Pass,4,Follow the configured QA policy for this classification.,anomaly_factor,Component C2949 was analyzed for predicted. The latest observed value is 8.3001 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALOUS. Drift status: DRIFT_ANALYZED. A predicted value of 8.3001 is available for 168h. The strongest risk factor reported by the Risk Engine is anomaly factor.
C7128,TypeC,L4,20.87723013736422,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7128 was analyzed for predicted. The latest observed value is 23.2524 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2524 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4584,TypeB,L3,20.87650185860634,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4584 was analyzed for predicted. The latest observed value is 23.1974 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.1974 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5238,TypeA,L3,20.875372813768397,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5238 was analyzed for predicted. The latest observed value is 22.5353 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.5353 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9648,TypeC,L5,20.87449080094599,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9648 was analyzed for predicted. The latest observed value is 20.6807 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.6807 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2016,TypeB,L2,20.873970226243262,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C2016 was analyzed for predicted. The latest observed value is 21.9356 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.9356 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C700,TypeB,L1,20.87264937208243,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C700 was analyzed for predicted. The latest observed value is 23.3910 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.3910 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7577,TypeA,L4,20.87023414773443,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7577 was analyzed for predicted. The latest observed value is 21.7287 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.7287 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C678,TypeB,L1,20.86726972067389,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C678 was analyzed for predicted. The latest observed value is 21.4007 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.4007 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C742,TypeA,L1,20.862923076736006,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C742 was analyzed for predicted. The latest observed value is 23.3149 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.3149 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C16,TypeC,L1,20.85961656300045,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C16 was analyzed for predicted. The latest observed value is 23.8038 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.8038 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C811,TypeB,L1,20.85911829903926,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C811 was analyzed for predicted. The latest observed value is 23.5499 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.5499 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5065,TypeB,L3,20.8584183753637,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5065 was analyzed for predicted. The latest observed value is 21.3359 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.3359 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7925,TypeA,L4,20.857894314482795,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7925 was analyzed for predicted. The latest observed value is 23.4903 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.4903 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1543,TypeA,L1,20.851536896583056,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1543 was analyzed for predicted. The latest observed value is 20.5094 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.5094 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4417,TypeB,L3,20.850820798672046,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4417 was analyzed for predicted. The latest observed value is 24.2794 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.2794 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7510,TypeA,L4,20.848364953074068,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7510 was analyzed for predicted. The latest observed value is 24.0702 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.0702 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9014,TypeC,L5,20.84822650532097,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9014 was analyzed for predicted. The latest observed value is 20.4689 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.4689 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4440,TypeB,L3,20.84472646115149,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4440 was analyzed for predicted. The latest observed value is 20.5735 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.5735 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9164,TypeB,L5,20.844674354719544,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9164 was analyzed for predicted. The latest observed value is 20.7729 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.7729 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8879,TypeC,L5,20.84255741068272,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C8879 was analyzed for predicted. The latest observed value is 23.5411 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.5411 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1940,TypeB,L1,20.83805096335293,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1940 was analyzed for predicted. The latest observed value is 23.5600 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.5600 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4942,TypeB,L3,20.837832659173404,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4942 was analyzed for predicted. The latest observed value is 21.3238 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.3238 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1442,TypeA,L1,20.836193715172374,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1442 was analyzed for predicted. The latest observed value is 23.8734 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.8734 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7191,TypeC,L4,20.835721860366576,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7191 was analyzed for predicted. The latest observed value is 16.4840 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 16.4840 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7012,TypeA,L4,20.83347599794944,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7012 was analyzed for predicted. The latest observed value is 15.9892 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 15.9892 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6525,TypeA,L4,20.83320839790117,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C6525 was analyzed for predicted. The latest observed value is 23.6713 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.6713 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9976,TypeC,L5,20.831542544131192,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9976 was analyzed for predicted. The latest observed value is 20.5244 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.5244 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9806,TypeB,L5,20.83139757504791,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9806 was analyzed for predicted. The latest observed value is 15.6365 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 15.6365 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5628,TypeB,L3,20.83066275959865,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5628 was analyzed for predicted. The latest observed value is 20.5422 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.5422 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C376,TypeA,L1,20.826442893691187,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C376 was analyzed for predicted. The latest observed value is 20.5141 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.5141 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C392,TypeB,L1,20.82463420336057,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C392 was analyzed for predicted. The latest observed value is 18.7732 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 18.7732 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4086,TypeB,L3,20.824138171374056,Pass,4,Follow the configured QA policy for this classification.,anomaly_factor,Component C4086 was analyzed for predicted. The latest observed value is 8.5710 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALOUS. Drift status: DRIFT_ANALYZED. A predicted value of 8.5710 is available for 168h. The strongest risk factor reported by the Risk Engine is anomaly factor.
C810,TypeA,L1,20.823918716372575,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C810 was analyzed for predicted. The latest observed value is 23.4171 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.4171 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C691,TypeC,L1,20.817295260060405,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C691 was analyzed for predicted. The latest observed value is 21.4843 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.4843 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1573,TypeA,L1,20.815826723324964,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C1573 was analyzed for predicted. The latest observed value is 15.9073 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 15.9073 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6283,TypeA,L4,20.813385053170126,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C6283 was analyzed for predicted. The latest observed value is 22.6389 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.6389 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5729,TypeC,L3,20.81248559017081,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5729 was analyzed for predicted. The latest observed value is 19.1387 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 19.1387 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3546,TypeC,L2,20.812264966659065,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C3546 was analyzed for predicted. The latest observed value is 23.8409 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.8409 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5925,TypeC,L3,20.81175451511902,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5925 was analyzed for predicted. The latest observed value is 20.4171 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.4171 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6320,TypeA,L4,20.81003398071724,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C6320 was analyzed for predicted. The latest observed value is 22.6570 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.6570 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C666,TypeA,L1,20.808054205851597,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C666 was analyzed for predicted. The latest observed value is 23.5738 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.5738 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5904,TypeA,L3,20.806936881297307,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5904 was analyzed for predicted. The latest observed value is 21.5179 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.5179 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9786,TypeB,L5,20.804051332620112,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C9786 was analyzed for predicted. The latest observed value is 21.3875 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.3875 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7623,TypeB,L4,20.80315508679746,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C7623 was analyzed for predicted. The latest observed value is 22.1640 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 22.1640 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6142,TypeA,L4,20.802814718485077,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C6142 was analyzed for predicted. The latest observed value is 24.0132 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.0132 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C202,TypeA,L1,20.80233074525309,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C202 was analyzed for predicted. The latest observed value is 23.2646 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2646 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3146,TypeA,L2,20.800782381401028,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C3146 was analyzed for predicted. The latest observed value is 23.2445 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2445 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5778,TypeC,L3,20.79920763401527,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5778 was analyzed for predicted. The latest observed value is 21.8779 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 21.8779 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5039,TypeA,L3,20.790776274097333,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5039 was analyzed for predicted. The latest observed value is 23.3622 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.3622 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2918,TypeB,L2,20.78733544550241,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C2918 was analyzed for predicted. The latest observed value is 20.4604 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 20.4604 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5351,TypeC,L3,20.78581617487393,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C5351 was analyzed for predicted. The latest observed value is 15.8658 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 15.8658 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6343,TypeA,L4,20.78560802723514,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C6343 was analyzed for predicted. The latest observed value is 24.0847 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 24.0847 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8144,TypeB,L5,20.78342884555684,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C8144 was analyzed for predicted. The latest observed value is 23.7220 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.7220 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4848,TypeB,L3,20.782147615260616,Pass,4,Follow the configured QA policy for this classification.,future_factor,Component C4848 was analyzed for predicted. The latest observed value is 23.2818 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 23.2818 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
